instance_index,feasible,candidates,feasible_candidates,pgm_failed_batch_points,pgm_failed_candidates,native_pgm_wrong_branch_points,native_pgm_wrong_branch_candidates,fixed_pv_fallback_points,fixed_pv_fallback_candidates,final_failed_batch_points,final_failed_candidates,best_candidate_index,best_feasible_candidate_index,best_all_candidate_index,cost_available,feasible_cost,all_cost,best_cost,generation_seconds,pgm_batch_seconds,pgm_prepare_seconds,pgm_power_flow_seconds,pgm_extract_seconds,fixed_pv_newton_seconds,constraint_evaluation_seconds,total_seconds,batch_points,pv_iterations,max_batch_pv_voltage_error_pu,maximum_violation,max_pf_residual_mva,violation_pg,violation_qg,violation_voltage,violation_angle,violation_thermal,violation_ramp
4361,1,5,5,0,0,0,0,0,0,0,0,3,3,3,1,1432386.4078125025,1432386.4078125025,1432386.4078125025,0.0044024999951943755,0.5695559000014327,0.47438460000557825,0.05050910002319142,0.04463879996910691,0.46954510000068694,0.045881800004281104,0.6198402000009082,1505,5,1.2502665569513738e-11,1.988235779718885e-08,4.140939707539076e-11,0.0,0.0,1.988235779718885e-08,0.0,0.0,0.0
4465,1,5,5,41,1,0,0,41,1,0,0,1,1,1,1,1726861.6629763367,1726861.6629763367,1726861.6629763367,0.0025313000078313053,0.6236522999824956,0.5212052999995649,0.051647899963427335,0.050794499984476715,0.5154279000125825,0.04858920001424849,0.6747728000045754,1505,5,3.3856695225154e-11,1.9890769586972096e-08,3.54032984406559e-10,0.0,0.0,1.9890769586972096e-08,0.0,0.0,0.0
4207,1,5,5,39,2,5,2,44,2,0,0,4,4,4,1,1615009.168775029,1615009.168775029,1615009.168775029,0.0034562000073492527,0.6069503999897279,0.49205229996005073,0.07238399999914691,0.04251020000083372,0.4884242999833077,0.045351200038567185,0.6557578000356443,1505,5,2.8303026589071578e-11,1.4128508385446992e-07,1.0093688977129439e-10,0.0,0.0,1.988588368047789e-08,0.0,0.0,1.4128508385446992e-07
3333,1,5,5,43,3,12,2,55,3,0,0,3,3,3,1,1571067.3184134099,1571067.3184134099,1571067.3184134099,0.0027963999891653657,0.6016867000143975,0.46563849999802187,0.0938062000204809,0.0422334999893792,0.46180839999578893,0.04229670000495389,0.6467798000085168,1505,5,2.367495088861915e-11,1.9889200471763958e-08,4.366178048874757e-11,0.0,0.0,1.9889200471763958e-08,0.0,0.0,0.0
3009,1,5,5,0,0,0,0,0,0,0,0,1,1,1,1,1684015.6566194776,1684015.6566194776,1684015.6566194776,0.002350800030399114,0.5690522000077181,0.47339160001138225,0.05425829999148846,0.04138230002718046,0.46956489997683093,0.04422019998310134,0.6156232000212185,1505,5,1.8708812277168363e-11,1.9916375030663365e-08,2.957250884252929e-11,0.0,0.0,1.9916375030663365e-08,0.0,0.0,0.0
2038,1,5,4,0,0,0,0,0,0,0,0,1,1,1,1,1737045.8588808195,1737045.8588808195,1737045.8588808195,0.0025665999855846167,0.5956385000026785,0.4943728999933228,0.04654150002170354,0.054701599990949035,0.48803379997843876,0.05605549999745563,0.6542605999857187,1505,5,2.114874941838707e-11,1.9992367021141396e-08,3.6949504106133583e-11,0.0,0.0,1.9992367021141396e-08,0.0,0.0,0.0
715,1,5,5,1,1,0,0,1,1,0,0,2,2,2,1,1632894.6443649223,1632894.6443649223,1632894.6443649223,0.0027126999921165407,0.6037764999782667,0.4922878000070341,0.0636790000135079,0.047804499976336956,0.48805849999189377,0.048726300010457635,0.6552154999808408,1505,5,2.0778823106581967e-11,1.9890923167823833e-08,3.5535855430661756e-11,0.0,0.0,1.9890923167823833e-08,0.0,0.0,0.0
1347,1,5,5,0,0,0,0,0,0,0,0,2,2,2,1,1569694.569336013,1569694.569336013,1569694.569336013,0.002861499960999936,0.5834447999950498,0.4794563000323251,0.05662799999117851,0.047335100010968745,0.4755429000360891,0.04324919998180121,0.629555499937851,1505,5,2.121580688907443e-11,1.9073486323684108e-07,4.743446649399406e-11,0.0,0.0,1.990708616469067e-08,0.0,0.0,1.9073486323684108e-07
3572,1,5,5,0,0,0,0,0,0,0,0,1,1,1,1,1656714.2740599788,1656714.2740599788,1656714.2740599788,0.0026283999904990196,0.5775553000275977,0.4751420000102371,0.06067759997677058,0.04171000001952052,0.4710466000251472,0.0450381999835372,0.6252219000016339,1505,5,2.245725827521028e-11,1.9875846339149424e-08,4.152184166342485e-11,0.0,0.0,1.9875846339149424e-08,0.0,0.0,0.0
3394,1,5,5,0,0,0,0,0,0,0,0,3,3,3,1,1679406.893984419,1679406.893984419,1679406.893984419,0.0024508999777026474,0.5704232000280172,0.4698045999975875,0.05750740005169064,0.04308899998432025,0.4662691000266932,0.04418309999164194,0.6170571999973617,1505,5,1.969069352014685e-11,1.993213464649792e-08,3.4804667547501036e-11,0.0,0.0,1.993213464649792e-08,0.0,0.0,0.0
3055,1,5,5,0,0,0,0,0,0,0,0,1,1,1,1,1758650.999727807,1758650.999727807,1758650.999727807,0.0027314999606460333,0.5588838999974541,0.4684859999688342,0.044451699999626726,0.045920200005639344,0.46443920000456274,0.043971600010991096,0.6055869999690913,1505,5,2.0995427618686335e-11,2.0004709925617666e-08,3.125133472116234e-11,0.0,0.0,2.0004709925617666e-08,0.0,0.0,0.0
1032,1,5,5,10,2,1,1,11,2,0,0,4,4,4,1,1663507.7074665504,1663507.7074665504,1663507.7074665504,0.0027611000114120543,0.6250706000137143,0.4897644000011496,0.06898659997386858,0.06631320004817098,0.483914399985224,0.06761780002852902,0.6954495000536554,1505,5,2.2301605007157832e-11,9.536743172944284e-08,4.148504318059419e-11,0.0,0.0,1.986975306511594e-08,0.0,0.0,9.536743172944284e-08
914,1,5,5,0,0,0,0,0,0,0,0,3,3,3,1,1670022.1743042544,1670022.1743042544,1670022.1743042544,0.0038791000260971487,0.6104166000150144,0.48832770000444725,0.05935310001950711,0.06270280003082007,0.4828055000398308,0.08036289998563007,0.6946586000267416,1505,5,2.8940738694416268e-11,1.9998972848137915e-08,2.8147938280398033e-11,0.0,0.0,1.9998972848137915e-08,0.0,0.0,0.0
1524,1,5,5,0,0,0,0,0,0,0,0,4,4,4,1,1688201.601108723,1688201.601108723,1688201.601108723,0.004071199975442141,0.6418000999838114,0.4924660999677144,0.07943099999101833,0.06987669999944046,0.4834934999817051,0.07307580002816394,0.7189470999874175,1505,5,1.9268142636974517e-11,1.9936675458668636e-08,4.0687799242685634e-11,0.0,0.0,1.9936675458668636e-08,0.0,0.0,0.0
251,1,5,5,0,0,0,0,0,0,0,0,3,3,3,1,1482907.952240777,1482907.952240777,1482907.952240777,0.004809800011571497,0.6053816999774426,0.4831586999935098,0.05701539997244254,0.06503350002458319,0.477278100035619,0.07600639999145642,0.6861978999804705,1505,5,1.4505396883635058e-11,1.9894737709099276e-08,3.532672099367337e-11,0.0,0.0,1.9894737709099276e-08,0.0,0.0,0.0
224,1,5,5,0,0,0,0,0,0,0,0,1,1,1,1,1444584.9394576754,1444584.9394576754,1444584.9394576754,0.0054221999598667026,0.6170737000065856,0.48824510001577437,0.058515299984719604,0.07028600003104657,0.48174260003725067,0.0826121999998577,0.70510809996631,1505,5,9.711453863303632e-12,1.9913067491235837e-08,3.4617460110993964e-11,0.0,0.0,1.9913067491235837e-08,0.0,0.0,0.0
529,1,5,5,0,0,0,0,0,0,0,0,4,4,4,1,1669617.7518383153,1669617.7518383153,1669617.7518383153,0.004378100042231381,0.6221840000362135,0.4872056000167504,0.07288819999666885,0.06205649999901652,0.48135529999854043,0.06986039999173954,0.6964225000701845,1505,5,2.260247544683125e-11,1.9904452160564746e-08,4.151957892386559e-11,0.0,0.0,1.9904452160564746e-08,0.0,0.0,0.0
2876,1,5,5,2,1,0,0,2,1,0,0,1,1,1,1,1605166.1445832253,1605166.1445832253,1605166.1445832253,0.004018900042865425,0.6365007000276819,0.4961030000122264,0.07649760000640526,0.06389400002080947,0.48708910000277683,0.0687484999652952,0.7092681000358425,1505,5,2.3511415037091865e-11,1.986821448104098e-08,3.783780094111436e-11,0.0,0.0,1.986821448104098e-08,0.0,0.0,0.0
3237,1,5,5,0,0,0,0,0,0,0,0,3,3,3,1,1584086.4200542339,1584086.4200542339,1584086.4200542339,0.0052121999906376,0.6183498000027612,0.4818241999601014,0.07317990000592545,0.06331940001109615,0.4756662000436336,0.0664655999862589,0.6900275999796577,1505,5,1.1729284210559854e-11,1.9887500905350426e-08,3.5622039045143695e-11,0.0,0.0,1.9887500905350426e-08,0.0,0.0,0.0
2486,1,5,4,0,0,0,0,0,0,0,0,1,1,1,1,1459951.3046627021,1459951.3046627021,1459951.3046627021,0.004091099952347577,0.6197364999679849,0.4902237000060268,0.06326709996210411,0.06621829996583983,0.4844516000011936,0.06844539998564869,0.6922729999059811,1505,5,1.4541146065027988e-11,1.9867089455042693e-08,3.554356074404278e-11,0.0,0.0,1.9867089455042693e-08,0.0,0.0,0.0
29,1,5,5,23,2,10,2,33,2,0,0,1,1,1,1,1696103.6002980194,1696103.6002980194,1696103.6002980194,0.006500200019218028,0.6194125999463722,0.4900876999599859,0.06507930002408102,0.06423910002922639,0.48331280000275,0.07179460005136207,0.6977074000169523,1505,5,2.104150187420828e-11,1.9887430591225536e-08,2.479180360694995e-10,0.0,0.0,1.9887430591225536e-08,0.0,0.0,0.0
104,1,5,5,3,1,0,0,3,1,0,0,2,2,2,1,1697510.9170390333,1697510.9170390333,1697510.9170390333,0.00396030000410974,0.6373716000234708,0.4907400000374764,0.06501769996248186,0.08160149998730049,0.4841494000284001,0.07227089995285496,0.7136027999804355,1505,5,2.0533352795837345e-11,1.9989113142493392e-08,2.785350385895542e-11,0.0,0.0,1.9989113142493392e-08,0.0,0.0,0.0
741,1,5,5,20,1,0,0,20,1,0,0,4,4,4,1,1728260.2883704319,1728260.2883704319,1728260.2883704319,0.004767300037201494,0.6480293999775313,0.48715489997994155,0.09712049999507144,0.06374749995302409,0.4810843000304885,0.06674730003578588,0.7195440000505187,1505,5,2.2666757359957046e-11,1.989011825613098e-08,3.549800060461215e-11,0.0,0.0,1.989011825613098e-08,0.0,0.0,0.0
409,1,5,5,0,0,0,0,0,0,0,0,1,1,1,1,1591835.2789612212,1591835.2789612212,1591835.2789612212,0.004014700010884553,0.6173757999786176,0.48234709998359904,0.06895659997826442,0.06604569999035448,0.47608320001745597,0.07208240003092214,0.6934729000204243,1505,5,2.4509616558532343e-11,1.9931355640008975e-08,3.529610582445194e-11,0.0,0.0,1.9931355640008975e-08,0.0,0.0,0.0
2909,1,5,4,0,0,0,0,0,0,0,0,4,4,0,1,1740716.8852872902,1740716.8852872902,1740716.8852872902,0.0037890999810770154,0.6106697999639437,0.4757335999747738,0.07056660001398996,0.0643424000008963,0.46974369999952614,0.08315940003376454,0.6976182999787852,1505,5,1.2456702336294256e-11,1.996482978938728e-08,2.5640844343345974e-11,0.0,0.0,1.996482978938728e-08,0.0,0.0,0.0
2158,1,5,5,0,0,0,0,0,0,0,0,2,2,2,1,1655761.3027613892,1655761.3027613892,1655761.3027613892,0.005343199998605996,0.6199502000235952,0.48698260000674054,0.05723149998812005,0.07570480002323166,0.479208699951414,0.07529399998020381,0.700587400002405,1505,5,3.888755983894043e-11,1.9073486323684108e-07,3.763969628914127e-11,0.0,0.0,1.9910847970372442e-08,0.0,0.0,1.9073486323684108e-07
4543,1,5,5,0,0,0,0,0,0,0,0,1,1,1,1,1709790.9737199382,1709790.9737199382,1709790.9737199382,0.004279799992218614,0.6294572000042535,0.48617009998997673,0.07312289997935295,0.07013750000623986,0.4802176000084728,0.07263449998572469,0.7063714999821968,1505,5,2.399613840964321e-11,1.9952073326834335e-08,3.441392599981195e-11,0.0,0.0,1.9952073326834335e-08,0.0,0.0,0.0
1136,1,5,5,0,0,0,0,0,0,0,0,4,4,4,1,1392698.24633861,1392698.24633861,1392698.24633861,0.0038459000061266124,0.6282050999579951,0.48036250000586733,0.0851801999961026,0.06263439997565001,0.473952799977269,0.06849229999352247,0.7005432999576442,1505,5,1.0165202013467933e-11,1.9869531020511017e-08,4.285276261355794e-11,0.0,0.0,1.9869531020511017e-08,0.0,0.0,0.0
3710,1,5,5,0,0,0,0,0,0,0,0,0,0,0,1,1650695.3664180858,1650695.3664180858,1650695.3664180858,0.004262400034349412,0.7458242999855429,0.5117870999965817,0.09628599998541176,0.13771169999381527,0.5018542999750935,0.14651520003098994,0.8966019000508823,1505,5,1.5480616788465795e-11,1.987308743493323e-08,3.5546418971513176e-11,0.0,0.0,1.987308743493323e-08,0.0,0.0,0.0
2741,1,5,5,11,3,3,2,14,3,0,0,3,3,3,1,1590746.7031629146,1590746.7031629146,1590746.7031629146,0.008802700031083077,0.7559705000021495,0.5098022999591194,0.11372770002344623,0.13243180001154542,0.49761919997399673,0.1478847999824211,0.9126580000156537,1505,5,2.0982993120810534e-11,1.99488120466995e-08,3.716274365799126e-11,0.0,0.0,1.99488120466995e-08,0.0,0.0,0.0
2922,1,5,5,0,0,0,0,0,0,0,0,1,1,1,1,1587222.5302298283,1587222.5302298283,1587222.5302298283,0.008373099961318076,0.7147004999569617,0.4965076999505982,0.0994353000423871,0.11871749995043501,0.4861974000232294,0.13551400002324954,0.8585875999415293,1505,5,2.4608537430026445e-11,1.9888143909518857e-08,4.116157903399258e-11,0.0,0.0,1.9888143909518857e-08,0.0,0.0,0.0
263,1,5,5,3,1,0,0,3,1,0,0,2,2,2,1,1582712.9461582687,1582712.9461582687,1582712.9461582687,0.0076289999997243285,0.7425124999717809,0.5157551000011154,0.09090739995008335,0.13579939998453483,0.5044817000161856,0.14922840002691373,0.899369899998419,1505,5,1.6257661883400942e-11,1.9903860966804133e-08,4.1241295734601423e-11,0.0,0.0,1.9903860966804133e-08,0.0,0.0,0.0
193,1,5,5,0,0,0,0,0,0,0,0,1,1,1,1,1691207.387643445,1691207.387643445,1691207.387643445,0.007941999996546656,0.7162871999898925,0.49463420000392944,0.09448509995127097,0.12713029998121783,0.4835160000366159,0.1458549000089988,0.870084099995438,1505,5,2.1674551042849544e-11,1.9891694772825948e-08,3.715990792730736e-11,0.0,0.0,1.9891694772825948e-08,0.0,0.0,0.0
4568,1,5,5,19,4,8,1,27,4,0,0,4,4,4,1,1689084.2919334616,1689084.2919334616,1689084.2919334616,0.009834500029683113,0.7446617999812588,0.5017820000066422,0.11397040000883862,0.12889230001019314,0.49119959998643026,0.1396956000244245,0.8941919000353664,1505,5,2.0761947716607665e-11,1.988549972834854e-08,4.670617649808672e-11,0.0,0.0,1.988549972834854e-08,0.0,0.0,0.0
3798,1,5,5,0,0,0,0,0,0,0,0,3,3,3,1,1688513.6423099325,1688513.6423099325,1688513.6423099325,0.009386299992911518,0.7326378999860026,0.4941621999605559,0.11369670002022758,0.12473869998939335,0.4825453000376001,0.14320529997348785,0.885229499952402,1505,5,3.728484188059156e-11,1.995835903952542e-08,4.7082030935070235e-11,0.0,0.0,1.995835903952542e-08,0.0,0.0,0.0
4848,1,5,5,11,1,5,1,16,1,0,0,1,1,1,1,1652991.508897405,1652991.508897405,1652991.508897405,0.016186300024855882,0.7109692000085488,0.4928465000120923,0.08635669999057427,0.1317560999887064,0.48129009996773675,0.1342501999461092,0.8614056999795139,1505,5,2.683442357209742e-11,1.9073486323684108e-07,2.736601285562148e-11,0.0,0.0,2.0051724169967128e-08,0.0,0.0,1.9073486323684108e-07
1820,1,5,5,0,0,0,0,0,0,0,0,1,1,1,1,1630535.6393491016,1630535.6393491016,1630535.6393491016,0.014895000029355288,0.7141804999555461,0.4912328999489546,0.09441290004178882,0.12849489995278418,0.4813258000067435,0.13310170004842803,0.8621772000333294,1505,5,1.9422907726607264e-11,1.9906057358021184e-08,5.31138181914559e-11,0.0,0.0,1.9906057358021184e-08,0.0,0.0,0.0
1466,1,5,5,1,1,0,0,1,1,0,0,4,4,4,1,1537245.1032589735,1537245.1032589735,1537245.1032589735,0.008790599997155368,0.7246354999952018,0.4963197000324726,0.09425199998077005,0.13404309999896213,0.48511980002513155,0.14510930003598332,0.8785354000283405,1505,5,1.624167467184634e-11,1.9874434505536443e-08,1.152314226929396e-10,0.0,0.0,1.9874434505536443e-08,0.0,0.0,0.0
2456,1,5,5,0,0,0,0,0,0,0,0,4,4,4,1,1596190.273108728,1596190.273108728,1596190.273108728,0.009949900035280734,0.7425004999968223,0.49551339994650334,0.10324630001559854,0.14370100002270192,0.4845721999881789,0.15571830002591014,0.9081687000580132,1505,5,1.5460299707115155e-11,1.991011614836204e-08,3.5703054098235254e-11,0.0,0.0,1.991011614836204e-08,0.0,0.0,0.0
1051,1,5,5,0,0,0,0,0,0,0,0,1,1,1,1,1794116.7495168578,1794116.7495168578,1794116.7495168578,0.009816200006753206,0.7263338000047952,0.4952191000338644,0.09821730002295226,0.13286509999306872,0.483965800027363,0.1447840000037104,0.8809340000152588,1505,5,2.1765034219356494e-11,1.9873644396817253e-08,3.144706753362878e-11,0.0,0.0,1.9873644396817253e-08,0.0,0.0,0.0
1956,1,5,5,0,0,0,0,0,0,0,0,4,4,4,1,1625213.2183778314,1625213.2183778314,1625213.2183778314,0.017007800051942468,0.7517239999724552,0.5118282999610528,0.10386969998944551,0.13598219997948036,0.49954729998717085,0.1382372000371106,0.9069690000615083,1505,5,2.442823721082732e-11,1.99064218812476e-08,4.7381010173893615e-11,0.0,0.0,1.99064218812476e-08,0.0,0.0,0.0
1449,1,5,4,24,1,43,1,67,1,0,0,2,2,1,1,1623292.7747693006,1623292.7747693006,1623292.7747693006,0.01153740001609549,0.763534499972593,0.5081868999986909,0.1173924999893643,0.13794029998825863,0.4950824999832548,0.14869060000637546,0.923762499995064,1505,5,2.3806734361642157e-11,1.9073486323684108e-07,4.145781709583932e-11,0.0,0.0,1.9926197728873736e-08,0.0,0.0,1.9073486323684108e-07
246,1,5,5,11,1,3,1,14,1,0,0,3,3,3,1,1628158.0033606414,1628158.0033606414,1628158.0033606414,0.008497099974192679,0.7471214000252075,0.4955612000194378,0.12017949996516109,0.13136679999297485,0.48338529997272417,0.15042479999829084,0.9060432999976911,1505,5,1.780131597683976e-11,1.991464770867422e-08,4.745269623195736e-11,0.0,0.0,1.991464770867422e-08,0.0,0.0,0.0
2951,1,5,5,5,1,1,1,6,1,0,0,2,2,2,1,1702602.7082740758,1702602.7082740758,1702602.7082740758,0.008884400012902915,0.7432111999951303,0.49650909996125847,0.10556920000817627,0.14111850003246218,0.4843793999752961,0.14548599999397993,0.8975816000020131,1505,5,4.8217208004075474e-11,1.995463886720707e-08,3.157640793645013e-11,0.0,0.0,1.995463886720707e-08,0.0,0.0,0.0
2685,1,5,5,0,0,0,0,0,0,0,0,4,4,4,1,1712682.2512015612,1712682.2512015612,1712682.2512015612,0.013113900029566139,0.7398429000168107,0.49973949999548495,0.10245740000391379,0.13759810000192374,0.48718699999153614,0.15229870000621304,0.9052555000525899,1505,5,2.1425305973821196e-11,9.536743172944284e-08,3.7391348353720734e-11,0.0,0.0,1.9906550482081287e-08,0.0,0.0,9.536743172944284e-08
4119,1,5,5,0,0,0,0,0,0,0,0,3,3,3,1,1556668.7869265466,1556668.7869265466,1556668.7869265466,0.00899030000437051,0.7483526000287384,0.5032190000056289,0.1054343999712728,0.13964800001122057,0.48961580003378913,0.1497698999592103,0.9071127999923192,1505,5,1.7102541605140686e-11,1.987077076955518e-08,3.5674782054334314e-11,0.0,0.0,1.987077076955518e-08,0.0,0.0,0.0
1966,1,5,5,3,2,0,0,3,2,0,0,1,1,1,1,1676885.388498502,1676885.388498502,1676885.388498502,0.013816200022120029,0.7425045999698341,0.4989744999911636,0.10624739999184385,0.13727010000729933,0.4860264000017196,0.15583820000756532,0.9121589999995194,1505,5,2.0803803124636033e-11,1.9073486323684108e-07,4.290918020139726e-11,0.0,0.0,1.9956168199423492e-08,0.0,0.0,1.9073486323684108e-07
1554,1,5,5,0,0,0,0,0,0,0,0,0,0,0,1,1428867.4362453343,1428867.4362453343,1428867.4362453343,0.008504899975378066,0.7552773000206798,0.49573869997402653,0.09909040003549308,0.1604016000055708,0.48368659999687225,0.14263799996115267,0.9064201999572106,1505,5,1.2402967541902399e-11,1.987345473371721e-08,4.275864922227327e-11,0.0,0.0,1.987345473371721e-08,0.0,0.0,0.0
1943,1,5,5,18,2,3,2,21,2,0,0,0,0,0,1,1606532.157235823,1606532.157235823,1606532.157235823,0.00782739999704063,0.7667940999963321,0.49947789998259395,0.12253390002297238,0.14476110000396147,0.48760009999386966,0.1581002000020817,0.9327216999954544,1505,5,1.5405898778908522e-11,1.9894820050640268e-08,4.124201773203275e-11,0.0,0.0,1.9894820050640268e-08,0.0,0.0,0.0
2049,1,5,5,0,0,0,0,0,0,0,0,4,4,4,1,1596472.0941923053,1596472.0941923053,1596472.0941923053,0.012197799980640411,0.7382490999880247,0.49956000002566725,0.10446890001185238,0.1341715999878943,0.48660439997911453,0.1588144000270404,0.9092612999957055,1505,5,2.772149176877292e-11,1.9908024303146477e-08,3.7435483144390314e-11,0.0,0.0,1.9908024303146477e-08,0.0,0.0,0.0
4582,1,5,5,0,0,0,0,0,0,0,0,2,2,2,1,1391905.1215836424,1391905.1215836424,1391905.1215836424,0.010375700017903,0.7454180000349879,0.5044379000319168,0.10506759997224435,0.13587430003099144,0.491286400007084,0.15035569993779063,0.9061493999906816,1505,5,8.731904088676856e-12,1.987050894195854e-08,3.7330693227103104e-11,0.0,0.0,1.987050894195854e-08,0.0,0.0,0.0
3321,1,5,5,0,0,0,0,0,0,0,0,4,4,4,1,1563909.1960009914,1563909.1960009914,1563909.1960009914,0.008840600028634071,0.7407019000384025,0.5010018000029959,0.09775720001198351,0.1419027000083588,0.4888173000072129,0.1455576999578625,0.8951002000248991,1505,5,1.4722556507251738e-11,1.9874069982310024e-08,4.608020655659097e-11,0.0,0.0,1.9874069982310024e-08,0.0,0.0,0.0
3916,1,5,5,0,0,0,0,0,0,0,0,3,3,3,1,1681439.7046886655,1681439.7046886655,1681439.7046886655,0.009844499989412725,0.7623742999858223,0.4996295999735594,0.11615349998464808,0.1465388999786228,0.4874197000171989,0.14572029997361824,0.9179390999488533,1505,5,2.4716673152624935e-11,1.9941795437183868e-08,3.575551162038465e-11,0.0,0.0,1.9941795437183868e-08,0.0,0.0,0.0
