instance_index,feasible,candidates,feasible_candidates,pgm_failed_batch_points,pgm_failed_candidates,native_pgm_wrong_branch_points,native_pgm_wrong_branch_candidates,fixed_pv_fallback_points,fixed_pv_fallback_candidates,final_failed_batch_points,final_failed_candidates,best_candidate_index,best_feasible_candidate_index,best_all_candidate_index,cost_available,feasible_cost,all_cost,best_cost,generation_seconds,pgm_batch_seconds,pgm_prepare_seconds,pgm_power_flow_seconds,pgm_extract_seconds,fixed_pv_newton_seconds,constraint_evaluation_seconds,total_seconds,batch_points,pv_iterations,max_batch_pv_voltage_error_pu,maximum_violation,max_pf_residual_mva,violation_pg,violation_qg,violation_voltage,violation_angle,violation_thermal,violation_ramp
225,1,20,19,4,2,0,0,4,2,0,0,18,18,18,1,1535355.34664667,1535355.34664667,1535355.34664667,0.010133900039363652,2.840555200004019,1.9484628000063822,0.33626820001518354,0.5558014000416733,1.8968646000139415,0.5994150000042282,3.4501041000476107,6020,5,3.195865794225483e-11,1.9909861722252232e-08,3.7333416889251925e-11,0.0,0.0,1.9909861722252232e-08,0.0,0.0,0.0
2205,1,20,20,5,2,0,0,5,2,0,0,7,7,7,1,1671030.505022691,1671030.505022691,1671030.505022691,0.014938000007532537,2.8352509000105783,1.9444696999853477,0.34307599999010563,0.5476888000266626,1.8932135000359267,0.6354013999807648,3.4855902999988757,6020,5,2.346789429452656e-11,1.9918969251797575e-08,4.355465823998947e-11,0.0,0.0,1.9918969251797575e-08,0.0,0.0,0.0
4361,1,20,20,0,0,0,0,0,0,0,0,15,15,15,1,1389741.6565196249,1389741.6565196249,1389741.6565196249,0.00828070001443848,2.77265030000126,1.9454962000017986,0.2736395000247285,0.553468799975235,1.8951762999640778,0.6207855999819003,3.4017165999975987,6020,5,1.2421841333321026e-11,1.9915649684953946e-08,3.740500716300023e-11,0.0,0.0,1.9915649684953946e-08,0.0,0.0,0.0
4465,1,20,20,41,1,0,0,41,1,0,0,17,17,17,1,1698144.0707106264,1698144.0707106264,1698144.0707106264,0.00840069999685511,2.829162099980749,1.957924299989827,0.32515150000108406,0.5460728999460116,1.9045261000283062,0.6002639000653289,3.4378267000429332,6020,5,3.3860025894227874e-11,1.9869614287237863e-08,3.726721196315138e-11,0.0,0.0,1.9869614287237863e-08,0.0,0.0,0.0
4207,1,20,18,102,6,70,4,172,6,0,0,7,7,14,1,1579250.3259804244,1579250.3259804244,1579250.3259804244,0.009637499984819442,2.873931200010702,1.9617786000017077,0.35718890000134706,0.5549488000106066,1.9099752000183798,0.626110399956815,3.5096790999523364,6020,5,2.8338331681254658e-11,1.9873101312721038e-08,4.749032535899211e-11,0.0,0.0,1.9873101312721038e-08,0.0,0.0,0.0
3333,1,20,20,66,4,15,3,81,4,0,0,3,3,3,1,1571067.318270528,1571067.318270528,1571067.318270528,0.009277599980123341,2.873456500004977,1.958684200013522,0.34680040000239387,0.5679478999809362,1.906996399979107,0.6216836999519728,3.504417799937073,6020,5,2.3762547485262075e-11,1.9889492830493777e-08,4.389684623885647e-11,0.0,0.0,1.9889492830493777e-08,0.0,0.0,0.0
3009,1,20,20,0,0,0,0,0,0,0,0,5,5,5,1,1679702.7485454099,1679702.7485454099,1679702.7485454099,0.00893249997170642,2.8337730999919586,1.9499924999545328,0.3351383000263013,0.5485897000180557,1.8978330999962054,0.5981498000328429,3.440855399996508,6020,5,2.261835163608339e-11,1.989472013056805e-08,2.9811624727995064e-11,0.0,0.0,1.989472013056805e-08,0.0,0.0,0.0
2038,1,20,18,41,2,0,0,41,2,0,0,19,19,19,1,1640020.363432084,1640020.363432084,1640020.363432084,0.009605699975509197,2.828013100021053,1.945298200007528,0.3312144000083208,0.5514778000069782,1.8950756000122055,0.5925923999748193,3.4302111999713816,6020,5,2.923694619738626e-11,2.243939567492248e-07,3.6914154418514524e-11,0.0,0.0,1.991452280858395e-08,0.0,0.0,2.243939567492248e-07
715,1,20,20,31,8,17,4,48,8,0,0,2,2,2,1,1632894.6440852021,1632894.6440852021,1632894.6440852021,0.008945700014010072,2.856600700004492,1.9463324000244029,0.3515188000164926,0.5587340999627486,1.8945795999607071,0.6270613000378944,3.4926077000563964,6020,5,2.180722269429225e-11,1.9890983304904336e-08,3.7790717666117316e-11,0.0,0.0,1.9890983304904336e-08,0.0,0.0,0.0
1347,1,20,19,27,3,0,0,27,3,0,0,2,2,2,1,1569694.5694673941,1569694.5694673941,1569694.5694673941,0.008451500034425408,2.8342474999953993,1.953901000029873,0.3272082000039518,0.5531157999648713,1.9028949000057764,0.6151948000187986,3.4578938000486232,6020,5,3.08699732443074e-11,1.9073486323684108e-07,4.1096493919403034e-11,0.0,0.0,1.990725917444534e-08,0.0,0.0,1.9073486323684108e-07
